Russell,Gilbert,6
Young,Powers,13
Lucas,Spencer,8
Perez,Byrd,52
Schneider,Young,15
Sandoval,Cruz,18
Simpson,Vaughn,21
Little,Nguyen,32
Dean,Murphy,23
Miles,Arnold,8
Herrera,Alvarado,6
Wright,Campbell,13
Shelton,Perez,47
Bradley,Aguilar,20
Wilson,Watts,8
Rice,Mccarthy,20
Gomez,Vasquez,25
Johnson,Stewart,22
Cole,Williams,45
Dominguez,Williams,6
Neal,Adams,11
Stanley,Pearson,9
Bryant,Flores,6
Schneider,Jacobs,5
Olson,Delgado,11
Welch,Wilson,7
Douglas,Carroll,11
Steele,Jenkins,28
Fields,Medina,20
Aguilar,Chambers,51
Carr,Park,30
Rios,Black,16
Ramos,Curtis,26
Henry,Ferguson,23
Bell,Lee,23
Frazier,Armstrong,91
Myers,Collins,5
Freeman,Jennings,35
Lewis,Arnold,5
Garrett,Lyons,11
Carroll,Spencer,32
Cook,Park,7
Meyer,Shaw,9
Chambers,Mcdaniel,24
Pierce,Moreno,27
Garrett,Lynch,6
Lewis,Guerrero,40
Nguyen,Pierce,112
Robertson,Hill,15
Carr,Wheeler,6
Nguyen,Ruiz,8
Bradley,Walters,27
Schneider,Armstrong,6
Cooper,Frazier,91
Peterson,Stone,22
Lambert,Murphy,36
White,Medina,6
Barnes,Ferguson,29
Perez,Simpson,25
Dean,Silva,43
Salazar,Garrett,12
Neal,Lewis,25
Little,Armstrong,8
Powers,Jordan,13
Graves,Stone,11
Bryant,Nelson,39
Salazar,Perkins,34
Frazier,Ferguson,7
Carroll,Murray,18
Jordan,Powers,27
Watson,Wilson,14
Washington,Shelton,27
Newman,Armstrong,21
Lawrence,Gray,79
Walters,Davidson,63
Becker,Bailey,5
Murphy,Silva,35
Lee,Nguyen,9
Garcia,Silva,22
Freeman,Delgado,40
Miller,Murray,102
Morris,Lee,11
Reyes,Clark,11
Weaver,Adams,17
Arnold,Gonzales,9
Chambers,Lee,17
Hansen,Torres,45
Armstrong,Lee,41
Douglas,Schneider,15
Murray,Howell,70
Jordan,Mcdaniel,10
Shelton,Jensen,5
Lambert,Burton,11
Lynch,Moreno,81
Chambers,Barker,7
Fowler,Dean,50
Brown,Pearson,13
Jensen,Shelton,8
Perkins,Barnes,50
Hart,Gardner,24
Rodriguez,Montgomery,58
Estrada,Pierce,7
Griffin,Jordan,16
Martinez,Vasquez,14
Kennedy,Garcia,37
Nguyen,Estrada,10
Howell,Watts,167
Brewer,Holt,120
Cole,White,27
Green,Rhodes,61
Kennedy,Rice,5
Gilbert,Hoffman,5
Warner,Williams,26
Lee,Moreno,5
George,Warner,17
Hill,Carroll,17
Ferguson,Benson,10
Vaughn,Warner,12
Castillo,Robinson,27
Neal,Schwartz,34
Brown,Carroll,73
Benson,Gonzales,6
Gordon,Ruiz,11
Coleman,Barnett,43
Armstrong,Cook,13
Munoz,Maldonado,31
Little,Bradley,61
Fisher,Wade,5
Mcdaniel,Guerrero,20
Wade,Simmons,75
Gibson,Walters,6
Carr,Nguyen,16
Chavez,Munoz,11
Shelton,Shaw,11
Chambers,Lowe,42
Reynolds,Banks,32
Berry,Elliott,7
Maldonado,Powers,25
Rios,Lee,12
Salazar,Lee,20
Shelton,Vaughn,32
Banks,Stone,40
Haynes,Silva,34
Barnes,Larson,18
Ferguson,Banks,12
Ruiz,Jordan,12
Frazier,Wheeler,21
Barnes,Benson,15
Barnett,Hoffman,60
Murray,Henry,7
Barker,Chapman,25
Stanley,Lewis,28
Thomas,Spencer,34
Jordan,Sutton,34
Walters,Bailey,46
Little,Ruiz,8
Boyd,Nichols,54
Hayes,Hernandez,43
Russell,Johnson,18
Robinson,Brown,16
Warren,Stevens,8
Brown,Lewis,40
Shaw,George,12
Holt,Craig,16
Ferguson,Henry,77
Powers,Maldonado,32
Nguyen,Salazar,12
Murray,Lucas,50
Phillips,Fernandez,37
Dean,Stephens,25
Richardson,Johnson,38
Newman,Thornton,6
Stewart,Turner,62
Bradley,Bryant,35
Howell,Adams,23
Clark,Tran,7
Elliott,Gomez,43
Chambers,Ferguson,5
Sanders,Webb,11
Watts,Henry,16
Watts,Peterson,10
Peters,Chapman,8
Pearson,Lynch,11
Cole,Washington,35
Lewis,Wong,8
Arnold,Morris,97
Young,Nguyen,27
Rogers,Douglas,30
Cunningham,Harrison,51
Horton,Robinson,5
Chambers,Schmidt,12
Chen,Rodriguez,6
Thornton,Dunn,27
Arnold,Bradley,15
Carroll,Nelson,6
Pierce,Padilla,57
Dunn,Schwartz,33
Shaw,Meyer,26
Douglas,Silva,33
Pierce,Guerrero,5
Thomas,Walters,101
Berry,Miller,23
Gonzales,Robinson,51
Moreno,Hill,51
Hoffman,Elliott,13
Long,Hunt,48
Gomez,Morris,47
Barnes,Douglas,10
Ford,Park,10
Gibson,Pena,7
Carter,Gomez,27
Reyes,Turner,6
Meyer,Warner,28
Newman,Lee,6
Schneider,Mendoza,71
Gomez,Estrada,9
Thomas,Gibson,24
Cole,Perez,53
Morrison,Harris,37
Rivera,May,22
Phillips,Medina,208
Lewis,Moreno,11
Reyes,Murphy,7
Olson,Cunningham,66
Armstrong,Stone,150
Griffin,Walters,15
Hayes,Harris,115
Holland,Lawrence,50
Douglas,Schmidt,5
Becker,Bradley,25
Curtis,Ramos,56
Mcdonald,Turner,15
Green,Jennings,18
Washington,Rose,16
Burns,Vaughn,71
Wells,Turner,19
Lambert,Jenkins,49
Maldonado,Reyes,22
Coleman,Reyes,25
Harris,Greene,16
Russell,Hoffman,33
Williams,Lopez,64
Diaz,Garrett,68
Watts,Perry,59
Sullivan,Rodriguez,6
Snyder,Fernandez,46
Carroll,Young,8
Mccoy,Robinson,54
Benson,Barker,48
Vasquez,Mcdaniel,20
Spencer,Jordan,17
Salazar,Wong,30
Harris,Morgan,14
Norris,Lee,7
Berry,Jenkins,7
Thornton,Hoffman,9
Larson,Arnold,8
Nguyen,Garrett,37
Griffin,Vasquez,48
Robinson,Lee,26
Douglas,Watts,7
Guerrero,Ryan,54
Ortiz,Rose,48
Wong,Murray,7
Perry,Mendoza,10
Ramirez,Jensen,77
Spencer,Chambers,18
Armstrong,Frazier,29
Carroll,Schmidt,12
Jacobs,Carroll,19
Franklin,Miller,17
Davis,Morales,32
Patel,Graham,14
Mccoy,Moreno,16
Carlson,Jacobs,6
Schneider,James,9
Tran,Clark,7
Henry,Gomez,16
Griffin,Bell,12
Nguyen,Patterson,52
Cook,Schneider,29
Hill,Silva,23
Robertson,Robinson,8
Perkins,Hughes,7
Douglas,Lane,49
Bryant,Douglas,15
Robinson,Wilson,13
Hill,Mendoza,65
Snyder,Medina,31
Nguyen,Woods,30
Carter,Watkins,26
Aguilar,Padilla,8
Douglas,Maldonado,20
Santiago,Barker,27
Lee,Schmidt,67
Vaughn,Richards,33
Delgado,Black,15
Delgado,Weber,5
Gonzales,Gomez,6
Lewis,Jacobs,16
Cook,Nguyen,20
Russell,Stephens,37
Murray,Rios,5
Mcdaniel,Turner,8
Banks,Lowe,24
Guerrero,Watts,11
Rose,Ortiz,15
Hanson,Cook,6
Hamilton,Hall,5
Lucas,Miles,57
Dean,Lambert,5
Gibson,Salazar,25
Ramos,Hale,12
Garrett,Gonzales,27
Nguyen,Morris,11
Reyes,Fowler,6
Garrett,Castillo,34
Jordan,Gomez,19
Jenkins,Thornton,35
Henry,Pearson,9
Norris,Stone,53
Mcdaniel,Armstrong,35
Perry,Lucas,36
Robertson,Maldonado,178
Bradley,Barnes,8
Castillo,Woods,16
Pearson,Barnes,24
Burton,Tran,36
Schwartz,May,8
Estrada,Lee,18
Henderson,Gordon,102
Alexander,Walsh,106
Fowler,Steele,35
Patel,Gordon,24
Mcdaniel,Carter,32
Diaz,Warren,5
Padilla,Mccoy,7
Dunn,Lee,15
Bryant,Neal,12
Mccoy,Lynch,39
Banks,Barker,45
Neal,Howell,43
Schwartz,Bryant,11
Harper,Foster,17
Jacobs,Nguyen,20
Stanley,Carlson,27
Stewart,Elliott,22
Maldonado,Silva,6
Mcdaniel,Webb,8
Gardner,Hunter,11
Henry,Mccoy,19
Stephens,Reyes,68
Robinson,Bradley,17
Carter,Jordan,7
Neal,Gomez,37
Powers,Carter,11
Hanson,Garrett,26
Brown,Robinson,14
Barnes,Mason,31
Pierce,Morris,17
Ferguson,Salazar,51
Ortega,Salazar,5
Norris,Barnes,5
Garrett,Griffin,8
Watts,Bryant,130
Spencer,Maldonado,40
Morris,Armstrong,23
Washington,Ramos,10
Carlson,Carroll,64
Hoffman,Reyes,20
Ortega,Jordan,28
Jackson,Burns,27
Fowler,Lambert,99
Jacobs,Aguilar,52
Dean,Clark,37
Carroll,Watts,34
Watts,Murray,8
Armstrong,Bailey,50
Chen,Hudson,17
Stone,Nguyen,9
Bryant,Garrett,20
Carr,Hughes,23
Cunningham,Weber,8
Reynolds,Newman,16
Stanley,Neal,6
Keller,Washington,20
Hart,Craig,9
Frazier,Robinson,16
Kim,Lee,31
Barnes,Armstrong,16
Schultz,Holmes,30
Thornton,Berry,116
Schneider,Lee,37
Horton,Griffin,7
Ferguson,Carr,19
Barnett,Turner,9
Bailey,Becker,5
Johnson,Hoffman,6
Medina,Parks,86
Walters,Larson,5
Martinez,Moreno,16
Pierce,Maldonado,5
Gomez,Webb,6
Armstrong,Perkins,52
Schwartz,Newman,33
Armstrong,Estrada,10
Aguilar,Salazar,19
Reyes,Hoffman,15
Stone,Gibson,5
Schmidt,Hanson,14
Ryan,Guerrero,13
Harper,Greene,17
Barker,Gibson,58
Barnes,Jordan,5
Sutton,Bryant,13
Stanley,Diaz,40
Adams,Henry,49
Hunt,Ortega,52
Allen,Collins,35
Ford,Horton,14
Weber,Rios,10
White,Shelton,36
Stewart,Mcdaniel,79
Armstrong,Gomez,37
Morales,Davis,12
Franklin,Lee,32
Kelly,Fernandez,163
Greene,Fernandez,6
Delgado,Kim,98
Pearson,Spencer,5
Simpson,Hernandez,30
Mcdonald,Ross,13
Maldonado,Dean,68
Jacobs,Hill,54
Alvarez,Fisher,5
Patterson,Schneider,12
Bryant,Pierce,21
Carroll,Brown,9
Garcia,Gonzalez,10
Woods,Castillo,7
Salazar,Aguilar,7
Munoz,Weaver,10
Lee,Larson,15
Hoffman,Fowler,39
Gonzales,Arnold,46
Harrison,Rios,6
Mcdaniel,Nguyen,49
Ford,Gomez,92
Barnett,Thornton,6
Simpson,Harris,11
Shaw,Vaughn,15
Nguyen,Watson,67
Simpson,Warner,7
Barnes,Murray,20
Allen,Stanley,13
Newman,Kim,20
Gibson,Robinson,30
Jacobs,Contreras,28
Thomas,Ferguson,19
Dunn,Olson,98
Carroll,Watson,32
Armstrong,Hughes,9
Pearson,Stevens,123
Fernandez,Santos,13
Lynch,Estrada,22
Robinson,Little,18
Benson,Nguyen,9
Contreras,Hill,26
Reid,Vargas,26
Becker,Park,23
Harrison,Green,12
Jenkins,Stewart,31
Arnold,Weaver,36
Ramirez,Morrison,7
Gibson,Davidson,8
Pierce,Lucas,45
Stone,Garrett,8
Bradley,Armstrong,8
Barnett,Clark,14
Medina,Fisher,68
Norris,Garrett,89
Sanders,Stone,28
Salazar,Lawson,80
Lambert,Hoffman,9
Garrett,Hall,55
Vasquez,Robertson,15
Ross,Richardson,9
Martin,Walters,8
Lopez,Roberts,30
Brown,Diaz,11
Murphy,Dean,55
Santos,Foster,66
Weber,Green,23
Roberts,Warner,74
Snyder,Alvarez,19
Parker,Banks,29
Armstrong,Carroll,18
Diaz,Brown,11
Diaz,Carroll,8
Garrett,Carroll,10
Pearson,Neal,20
Burton,Coleman,12
Stone,Lee,31
Foster,Santos,53
Holt,Holland,14
Sullivan,Castro,28
Howell,Moreno,6
Wilson,Wong,62
Welch,Henry,18
Powers,Lynch,16
Hughes,Benson,52
Butler,Morrison,15
Griffin,Woods,52
Stewart,Schultz,15
Harris,Medina,7
Arnold,Bush,70
Dunn,Freeman,24
Salazar,Watts,19
Flores,Walker,33
Stanley,Silva,148
Spencer,Schmidt,13
Peterson,Wong,119
Ruiz,Little,15
Schmidt,Maldonado,12
Snyder,Santos,16
Spencer,Watts,26
Lewis,Robertson,35
Nguyen,Bell,10
Hill,Jacobs,32
Ford,Barnes,32
Rios,Green,20
Benson,Barnes,75
Powers,Gonzales,11
Lewis,Ryan,5
Webb,Graves,46
Jordan,Ford,15
Marshall,Schmidt,19
Herrera,Wallace,22
Long,Watts,36
Norris,Wheeler,17
Guerrero,Nguyen,12
Brown,Vasquez,20
Caldwell,Wells,18
Gonzales,Barker,9
Weber,Kim,60
Lawrence,Holt,21
Wilson,Ryan,53
Ruiz,Mcdaniel,55
Robinson,Armstrong,17
Garrett,Thomas,6
Shaw,Cole,26
Ramos,Shelton,13
Bryant,Frazier,13
Kelly,Medina,12
Arnold,Wilson,17
Ruiz,Frazier,6
Steele,Gilbert,47
Perkins,Benson,20
Diaz,Robinson,140
Gomez,Armstrong,8
Mccoy,Maldonado,46
Lynch,Reynolds,15
Silva,Sanders,5
Lee,Park,7
Schwartz,Dunn,15
Carlson,Murray,35
Allen,Rice,8
Gomez,Aguilar,5
Cole,Shelton,39
Brewer,Gray,9
Neal,Robertson,98
Robinson,Lowe,14
Thomas,Carr,44
Black,Ferguson,11
Russell,Clark,20
Ray,Nguyen,10
Santos,Harper,8
Cole,George,5
Maldonado,Robertson,33
Nguyen,Bryant,84
Robinson,Jacobs,37
Olson,Rhodes,20
Jacobs,Munoz,26
Ferguson,Garrett,16
Black,Harrison,13
Kelly,Harper,26
Munoz,Wilson,7
Harris,Montgomery,12
Mcdaniel,Rogers,45
Henry,Nelson,55
Fowler,Stewart,26
Ryan,Salazar,55
Meyer,Vaughn,8
Chambers,Stone,27
Bishop,Allen,62
Moreno,Nguyen,5
Mcdaniel,Johnson,13
Johnson,Mendoza,43
Mendoza,Perry,15
Cole,Hernandez,11
Frazier,Bradley,20
Chambers,Aguilar,64
Powell,Daniels,22
Thornton,Jennings,10
Griffin,Park,38
Vasquez,Murray,9
Wilson,Welch,21
Watson,Carroll,15
Mason,Bryant,31
Jennings,Harrison,124
Gibson,Perkins,27
Pearson,Munoz,7
Hernandez,George,5
Delgado,Rios,28
Salazar,Norris,124
Wilson,Chambers,8
Nichols,Boyd,13
Young,Turner,6
Tran,Lambert,8
Nguyen,Stone,62
Schultz,Mcdonald,11
Warren,Diaz,14
Ross,Turner,17
Patterson,Graves,44
Nguyen,Peterson,138
Spencer,Lewis,27
Richardson,Benson,27
Newman,Chambers,71
Clark,Fowler,9
Gomez,Guerrero,55
Schneider,Ferguson,15
Ferguson,Perkins,32
Murphy,Banks,29
Gibson,Benson,7
Gomez,Spencer,56
Perkins,Armstrong,19
Santos,Phillips,6
Griffin,Bryant,21
Jennings,Dunn,17
Hoffman,Thornton,9
Castillo,Bell,55
Collins,Bishop,16
Mcdaniel,Wells,5
Nguyen,Neal,75
Gomez,Ford,11
Bradley,Maldonado,17
Lewis,Munoz,11
Nguyen,Newman,46
Maldonado,Stanley,8
Fowler,Elliott,30
Mendoza,Henry,6
Jensen,Ramirez,6
Fernandez,Medina,48
Bailey,Walters,31
Clark,Stephens,16
Jensen,Matthews,14
Little,Gregory,9
Dean,Tran,13
Bryant,Chapman,13
Long,Spencer,54
Tran,Coleman,50
Rhodes,Jennings,64
Green,Cunningham,7
Sanders,Maldonado,117
Mcdaniel,Stone,13
Perez,Wagner,6
Fernandez,Alvarez,16
Salazar,Armstrong,10
Tran,Russell,30
Barnett,Jenkins,64
Pearson,Chambers,7
Allen,Graves,15
Nguyen,Watkins,12
Daniels,Crawford,70
Turner,Flores,78
Brown,Murray,16
Armstrong,Benson,5
Stewart,Burton,6
Barnes,Griffin,58
Nguyen,Moreno,19
Frazier,Salazar,60
Rodriguez,Sullivan,5
Mcdonald,Mcdaniel,23
Gonzalez,Garcia,10
Lee,Wilson,24
Gomez,Bryant,10
Lewis,Brooks,31
Price,Allen,47
Spencer,Warren,18
Washington,Ramirez,48
Miles,Wilson,7
Schneider,Neal,18
Maldonado,Mendoza,53
Shelton,Reid,45
Palmer,Marshall,15
Stevens,Warren,20
Jacobs,Robertson,10
Dean,Maldonado,36
Brown,Spencer,5
Estrada,Gomez,16
Ruiz,Ryan,22
Lawrence,Gardner,12
Salazar,Jacobs,23
Lee,Dunn,6
Hunter,Jones,10
Haynes,Garcia,7
Shelton,Ramos,43
Vazquez,Gutierrez,9
Williams,Dominguez,6
Cook,Salazar,6
Howell,Robinson,47
Dean,Burton,17
Dunn,Thornton,33
Cook,Davidson,36
Barker,Gonzales,6
Hughes,Robertson,134
Mcdaniel,Long,5
Moreno,Horton,5
Nguyen,Cook,14
Garrett,Bailey,40
Carlson,Stanley,7
Ellis,Oliver,63
Horton,Lee,32
Norris,Thomas,11
George,Williams,39
Bryant,Ryan,113
Pearson,Guerrero,119
Banks,Arnold,34
Gibson,Carroll,83
Wilson,Gomez,17
Mason,Gonzales,20
Howell,Stewart,27
Norris,Arnold,15
Watts,Patterson,7
Schmidt,Brown,9
Cunningham,Jennings,99
Clark,Hoffman,98
Park,Thomas,14
Henry,Murray,88
Contreras,Little,5
Henry,Diaz,18
Douglas,Frazier,97
Gonzalez,Graves,6
Warner,Roberts,14
Ruiz,Robinson,21
Weaver,Silva,11
Silva,Harvey,29
Haynes,Graves,18
Horton,Graves,82
Park,Nguyen,24
Gomez,Watson,22
Banks,Reynolds,5
Gray,Lawrence,76
Steele,Dean,35
Lewis,Bryant,27
Gomez,Arnold,8
Hall,Lyons,33
Stanley,Newman,14
Murray,Ruiz,63
Vasquez,Schneider,21
Bryant,Murray,20
Hoffman,Coleman,26
Ryan,Schmidt,21
Black,Delgado,5
Barnett,Tran,12
Thomas,Barnes,45
Patterson,Moreno,12
Fowler,Gilbert,12
Simmons,Wade,9
Mccoy,Pearson,11
Bell,Nguyen,22
Jenkins,Reyes,48
Cook,Arnold,20
Snyder,Greene,9
Howard,Gomez,10
Salazar,Mcdaniel,6
Vasquez,Allen,72
Neal,Benson,34
Frazier,Maldonado,21
Fernandez,Harper,10
Diaz,Griffin,16
Barker,Webb,7
Parker,Becker,53
May,Rivera,11
Banks,Medina,24
Hill,Pearson,11
Weaver,Ross,6
Thornton,Elliott,25
Lee,Neal,34
Norris,Little,76
Park,Barnes,35
Mason,Parker,22
Schmidt,Ruiz,24
Henry,Stanley,17
Carroll,Gomez,9
Stone,Graves,54
Wilson,Reynolds,94
Barker,Gonzalez,178
Kim,Green,40
Bryant,Schneider,16
Pearson,Garrett,41
Lee,Vasquez,62
Jenkins,Jennings,72
Carter,Murray,17
Johnson,Turner,39
Webb,Nguyen,16
Gomez,Gonzales,15
Ford,Arnold,11
Cole,Burns,167
Robinson,Murray,49
Bradley,Carr,13
Greene,Kelly,20
Mcdaniel,Watts,77
Armstrong,Wilson,10
Carroll,Bradley,51
Hayes,Shaw,7
Pierce,Patterson,29
Cole,Reid,66
Young,Wilson,40
Wong,Barnes,14
Miles,Mcdaniel,6
Lucas,Lee,13
Barnes,Walters,7
Vasquez,Banks,141
Lee,Salazar,15
Perkins,Nguyen,78
Reyes,Caldwell,5
Arnold,Cook,6
Maldonado,Frazier,9
Elliott,Steele,60
Hoffman,Stephens,11
Gilbert,Dean,7
Mccoy,Lewis,10
Wong,Wilson,13
Chambers,Carlson,23
Berry,Wells,10
Banks,Murphy,21
Perry,Hawkins,11
Bush,Douglas,8
Morrison,Leonard,5
Nguyen,Armstrong,23
Berry,Russell,27
Henry,Bradley,36
Gordon,Boyd,22
Oliver,Hall,7
Lewis,Jordan,38
Gilbert,Stewart,5
Arnold,Armstrong,7
Nguyen,Murray,43
Harvey,Graves,10
Larson,Ferguson,18
Richardson,Turner,7
Pierce,Mcdaniel,10
Parker,Griffin,5
Wong,Lynch,8
Valdez,Williamson,57
Allen,Lowe,31
Perkins,Newman,16
Mason,Griffin,96
Perkins,Ruiz,9
Dunn,Delgado,15
Padilla,Jordan,6
Lyons,Armstrong,5
Hall,Gibson,54
Ryan,Robinson,9
Morris,Schmidt,14
Howard,Robinson,56
Banks,Neal,32
Lyons,Garrett,13
Schneider,Lewis,10
Silva,Bush,14
Chambers,Armstrong,43
Diaz,Jacobs,34
Turner,Richardson,30
Harrison,Lee,17
Nguyen,Carr,115
Lane,Spencer,176
Shelton,Hernandez,6
Diaz,Nguyen,53
Hill,Munoz,11
Barnes,Norris,17
Harrison,Delgado,8
Murray,Vasquez,5
Cohen,Morales,53
Gilbert,Fowler,11
Fowler,Reyes,18
Holt,Jones,76
Mcdaniel,Ruiz,5
Jenkins,Maldonado,11
Lee,Armstrong,39
Graves,Kennedy,6
Ferguson,Barnes,5
Turner,Ross,5
Spencer,Nguyen,80
Bradley,Norris,30
Vega,Woods,5
Schmidt,Chambers,8
Lucas,Watson,7
Howell,Gomez,30
Arnold,Carter,7
Stone,Sanders,26
Stanley,Spencer,10
Lewis,Mason,33
Banks,Norris,27
Foster,Harper,18
Perkins,Thomas,41
Henderson,Watts,32
Harvey,Maldonado,36
Lee,Reynolds,20
Schmidt,Park,22
George,Perez,16
Horton,Woods,5
Hawkins,Harris,8
Mcdaniel,Gibson,14
Bradley,Salazar,9
Sutton,Walters,15
Spencer,Gomez,19
Griffin,Schneider,5
Estrada,Spencer,9
Walsh,Sullivan,19
Vaughn,Perez,9
Griffin,Robinson,26
Graves,Sanders,55
Jordan,Arnold,11
Thornton,Coleman,22
Lynch,Peterson,70
Salazar,Murray,17
Bradley,Ferguson,12
Gomez,Newman,41
Mccarthy,Kennedy,56
Spencer,Stanley,23
Harrison,Kim,57
Lewis,Garrett,5
Newman,Wilson,81
Obrien,Soto,72
Vaughn,Hayes,34
Robinson,Horton,24
Salazar,Robinson,5
Dominguez,Shaw,34
Mendoza,Hill,8
Cunningham,Newman,7
Jordan,Carroll,24
Myers,Carlson,6
Larson,Schneider,14
Lambert,Clark,48
Gilbert,Berry,18
Spencer,Salazar,20
